t,T1,T2,T3,T4,
459,200.25,18.50,19.25,19.00,
460,200.50,18.50,18.75,19.00,
461,200.75,18.75,19.00,19.25,
462,201.00,18.25,18.75,19.00,
463,200.75,18.50,18.75,19.25,
464,201.00,18.50,18.75,19.25,
465,201.25,18.50,18.75,19.00,
466,201.25,18.50,19.00,18.50,
467,201.00,18.75,18.75,18.75,
468,201.25,18.50,18.25,19.00,
469,201.75,18.25,18.50,19.00,
470,202.25,18.50,18.50,19.50,
471,202.25,18.50,19.00,19.00,
472,202.50,18.00,19.00,19.25,
473,202.00,18.50,18.25,18.75,
474,202.50,18.50,18.50,19.50,
475,202.50,18.75,19.25,19.25,
476,202.75,18.75,18.50,19.50,
477,203.00,18.50,19.25,19.25,
478,202.75,19.25,19.00,19.25,
479,203.25,18.75,18.75,19.00,
480,203.25,19.00,18.75,19.00,
481,202.75,19.00,18.75,19.75,
482,202.25,19.00,18.75,19.25,
483,201.50,19.00,18.75,19.50,
484,200.75,19.25,18.50,19.00,
485,200.00,19.50,18.25,19.00,
486,198.25,19.25,19.00,19.50,
487,198.25,19.75,18.25,19.00,
488,197.00,20.25,18.25,18.75,
489,196.00,24.00,19.00,19.00,
490,195.25,25.00,18.75,18.75,
491,194.25,21.00,18.75,19.25,
492,193.25,21.25,18.00,19.25,
493,192.50,21.25,18.50,18.75,
494,191.50,22.00,18.50,19.00,
495,190.50,22.50,18.50,19.00,
496,189.75,23.00,18.75,19.25,
497,188.25,23.50,18.25,19.00,
498,187.00,24.25,18.50,19.00,
499,186.50,24.25,18.75,18.75,
501,186.00,24.75,18.25,19.25,
502,185.25,25.25,18.25,19.25,
503,184.25,25.75,18.25,19.00,
504,183.50,26.50,18.00,19.25,
505,183.25,26.75,18.25,19.25,
506,182.50,27.50,18.00,19.25,
507,182.25,27.75,18.25,18.50,
508,182.00,28.00,18.00,19.25,
509,182.00,29.00,17.75,19.25,
510,181.75,29.25,18.25,19.00,
511,181.25,29.75,18.25,19.00,
512,180.75,30.50,18.50,18.75,
513,181.00,30.75,18.50,19.00,
514,180.50,31.50,18.00,18.75,
515,180.25,32.75,18.00,19.25,
516,180.75,33.00,18.50,18.75,
517,180.25,34.00,18.25,19.00,
518,179.75,34.50,17.75,19.00,
519,180.00,35.00,18.50,18.75,
520,180.00,35.75,18.25,19.50,
521,180.00,36.25,18.00,19.25,
522,180.00,36.25,18.00,18.75,
523,179.50,37.50,18.25,19.00,
524,180.00,38.25,18.00,18.75,
525,179.75,38.50,18.00,19.00,
526,179.75,39.25,18.00,18.75,
527,179.25,39.50,18.00,19.25,
528,179.75,40.50,18.25,18.75,
529,179.50,40.25,18.50,19.25,
530,179.50,41.25,18.50,18.50,
531,179.50,41.75,18.75,18.75,
532,178.75,42.25,18.25,18.75,
533,179.50,42.50,18.75,19.25,
534,178.75,43.25,18.50,18.75,
535,179.25,43.50,18.50,19.50,
536,179.25,43.25,18.25,19.00,
537,178.50,44.00,18.50,19.00,
538,178.50,44.50,18.50,19.25,
539,179.00,45.00,18.75,18.75,
540,179.00,45.00,18.50,19.00,
541,178.50,45.50,18.50,19.00,
542,178.75,45.75,18.00,19.25,
543,178.50,46.50,18.50,19.25,
544,178.50,47.00,18.75,19.00,
545,178.00,47.50,18.50,19.25,
546,178.75,47.50,18.50,19.50,
547,178.50,48.25,18.25,18.75,
548,178.50,48.50,18.50,18.75,
549,178.75,48.50,18.25,19.25,
550,178.75,49.25,18.75,19.25,
551,178.50,49.50,18.75,19.25,
552,178.00,50.25,19.00,19.25,
553,178.75,50.50,18.50,19.25,
554,177.50,51.00,19.00,19.25,
555,178.75,51.00,18.25,19.25,
556,178.50,51.25,18.25,19.25,
557,177.75,51.50,18.75,19.00,
558,178.25,52.00,18.50,19.00,
559,178.25,52.00,18.75,19.25,
560,178.50,52.25,18.75,19.50,
561,178.00,52.50,19.00,19.00,
562,178.00,53.00,18.75,19.25,
563,178.50,53.25,19.00,19.25,
564,178.50,53.50,19.00,19.25,
565,178.25,53.50,19.00,19.25,
566,178.25,54.00,19.00,19.25,
567,178.00,53.75,18.50,18.75,
568,178.50,54.00,19.00,19.25,
569,178.25,54.25,19.00,19.00,
570,177.75,54.75,19.25,19.25,
571,178.50,54.50,18.75,19.25,
572,178.50,55.00,19.00,19.25,
573,178.25,55.00,18.75,19.50,
574,178.25,55.50,18.75,19.25,
575,178.50,55.75,18.50,19.50,
576,178.00,55.75,19.00,19.50,
577,178.50,56.00,18.50,19.50,
578,178.50,56.50,19.00,19.50,
579,178.50,56.50,18.75,19.50,
580,178.00,56.75,19.00,19.50,
581,178.50,57.00,19.50,19.25,
582,178.50,57.00,19.50,19.50,
583,178.50,57.50,19.50,19.50,
584,178.25,58.00,19.25,19.50,
585,178.75,58.00,19.25,19.50,
586,178.75,58.00,19.50,19.00,
587,178.25,58.50,19.25,19.75,
588,178.75,58.50,19.50,19.25,
589,178.75,58.25,19.75,19.75,
590,178.00,59.25,19.50,19.50,
591,178.75,59.25,19.75,19.50,
592,178.75,59.25,19.25,19.75,
593,178.75,59.75,19.50,19.75,
594,178.50,60.00,19.00,20.00,
595,179.00,59.75,19.75,19.50,
596,178.75,60.00,19.75,19.75,
597,179.00,60.50,19.75,19.75,
598,179.00,60.25,20.00,20.00,
599,179.00,60.50,19.50,19.75,
600,179.00,60.75,20.00,19.75,
601,179.00,61.00,19.75,20.00,
602,179.25,61.50,20.25,19.25,
603,179.25,61.25,20.00,19.75,
604,179.25,61.75,19.75,19.75,
605,179.25,61.75,20.00,20.00,
606,179.00,62.00,20.25,20.00,
607,179.50,62.25,20.00,20.00,
608,179.50,62.50,20.00,19.50,
609,179.25,62.75,19.75,19.75,
610,179.50,63.00,19.75,19.75,
611,179.25,63.25,19.75,20.00,
612,179.75,63.00,20.50,19.75,
613,179.50,63.75,20.50,20.00,
614,179.25,64.00,20.50,20.25,
615,179.25,64.00,20.00,20.25,
616,179.75,64.00,20.75,20.25,
617,179.75,64.25,20.75,20.50,
618,179.75,65.00,20.50,20.25,
619,180.25,64.50,20.25,20.00,
620,180.25,64.75,20.25,20.25,
621,180.25,65.00,21.00,20.25,
622,180.25,65.25,20.75,20.00,
623,180.25,65.00,20.50,20.00,
624,180.00,65.50,21.00,20.75,
625,180.00,65.25,20.25,20.25,
626,180.50,65.75,20.75,20.50,
627,180.50,65.75,21.00,20.50,
628,180.50,66.00,21.25,20.75,
629,180.50,65.75,21.00,20.25,
630,180.75,66.50,21.00,20.00,
631,180.50,66.75,20.75,20.50,
632,180.50,67.00,21.25,20.75,
633,180.25,66.75,20.75,20.75,
634,181.00,66.75,21.00,20.50,
635,181.00,67.00,21.00,20.00,
636,181.00,67.00,21.25,21.00,
637,181.00,67.50,21.50,20.75,
638,181.25,67.25,21.25,20.25,
639,181.00,67.25,21.50,21.00,
640,181.00,68.00,21.50,20.75,
641,181.50,67.75,21.00,20.75,
642,181.50,67.75,21.75,20.75,
643,181.25,68.50,21.75,21.00,
644,181.50,68.50,21.75,20.75,
645,181.75,68.75,21.75,21.25,
646,181.50,68.50,22.00,21.00,
647,181.75,68.50,22.00,21.25,
648,181.50,69.00,22.00,21.00,
649,181.50,69.00,21.50,20.75,
650,181.75,69.75,21.75,21.00,
651,181.50,70.25,22.00,21.00,
652,181.50,69.50,22.25,21.25,
653,182.25,70.25,22.00,21.25,
654,181.75,70.25,22.00,21.00,
655,182.25,70.25,22.25,21.25,
656,182.00,70.25,22.25,21.50,
657,182.00,70.50,22.00,21.50,
658,182.50,70.50,22.50,21.25,
659,182.75,71.00,22.50,21.75,
660,182.50,70.50,22.75,21.50,
661,182.50,71.00,22.50,21.75,
662,182.50,71.00,22.75,21.50,
663,182.50,71.50,22.75,21.75,
664,182.50,71.50,22.50,21.75,
665,183.00,71.25,23.00,21.75,
666,182.50,71.50,22.75,21.50,
667,183.00,71.25,22.75,22.25,
668,183.00,72.00,22.75,22.00,
669,183.00,72.25,22.75,22.00,
670,183.00,72.25,23.00,22.25,
671,183.00,72.25,23.00,22.00,
672,182.25,72.50,23.25,21.75,
673,183.00,72.75,23.00,21.50,
674,183.25,73.25,23.25,22.00,
675,183.25,73.00,23.00,22.25,
676,183.25,72.75,23.25,22.50,
677,183.00,73.50,23.00,22.25,
678,183.25,73.75,23.00,21.75,
679,183.25,73.75,23.50,22.75,
680,183.25,73.75,23.75,22.50,
681,183.75,74.00,23.75,22.75,
682,183.50,73.75,23.75,22.50,
683,183.50,74.00,23.75,22.75,
684,183.50,74.25,23.75,23.00,
685,183.50,74.25,23.50,22.75,
686,183.25,73.50,24.00,23.00,
687,184.00,74.00,24.00,23.00,
688,184.25,74.50,23.75,23.00,
689,183.75,74.25,24.00,22.75,
690,184.00,74.75,24.00,23.00,
691,184.00,74.75,24.25,23.00,
692,184.00,75.00,24.50,23.00,
693,183.75,75.25,24.50,23.25,
694,184.00,75.25,24.25,23.00,
695,184.00,75.50,24.50,23.25,
696,184.00,75.50,24.00,23.00,
697,184.00,75.75,24.50,23.50,
698,183.75,75.75,24.75,23.50,
699,184.25,75.25,24.75,23.25,
700,184.25,76.00,24.25,23.25,
701,184.25,76.00,24.25,23.50,
702,184.25,76.00,25.00,23.50,
703,184.50,76.00,24.50,23.75,
704,184.00,76.50,25.00,23.25,
705,184.50,76.25,25.25,24.00,
706,184.50,76.50,24.50,24.00,
707,184.50,77.00,24.50,23.50,
708,184.00,77.00,25.25,24.25,
709,184.50,76.75,25.00,23.50,
710,184.50,76.75,24.50,24.00,
711,184.00,77.25,25.25,23.75,
712,184.00,77.25,25.50,23.50,
713,184.50,77.50,25.50,24.25,
714,184.50,77.50,25.50,24.00,
715,184.75,77.75,25.50,24.25,
716,184.25,77.75,25.75,23.75,
717,184.50,77.75,26.00,24.25,
718,184.50,77.75,26.00,24.00,
719,184.75,77.75,26.25,24.50,
720,184.25,77.50,26.00,24.50,
721,184.75,77.75,26.00,24.50,
722,184.75,77.75,26.25,24.75,
723,184.75,78.50,25.75,24.50,
724,184.75,78.50,26.50,25.00,
725,184.25,78.00,26.50,25.00,
726,184.75,78.25,26.00,24.75,
727,184.75,78.50,26.50,24.50,
728,184.75,78.50,26.50,24.75,
729,184.50,78.00,26.50,24.75,
730,184.75,78.75,26.00,25.00,
731,184.75,79.00,26.75,24.75,
732,184.50,79.00,27.00,25.50,
733,184.75,79.00,27.00,24.75,
734,184.75,78.50,27.00,25.50,
735,184.75,78.50,26.50,25.25,
736,184.50,79.25,27.00,25.50,
737,184.50,79.25,27.25,25.50,
738,185.00,79.25,27.25,25.75,
739,184.75,79.25,26.75,25.50,
740,184.75,79.50,27.00,26.00,
741,184.75,79.25,27.25,26.25,
742,184.75,79.00,26.75,25.75,
743,184.75,79.50,27.25,25.75,
744,184.50,79.25,27.50,25.25,
745,184.50,80.00,27.75,25.75,
746,185.00,79.50,27.25,26.25,
747,185.00,79.75,27.75,26.00,
748,184.75,79.75,27.75,26.25,
749,184.50,80.25,27.50,25.75,
750,184.75,80.50,27.50,26.00,
751,184.50,81.00,27.75,25.50,
752,184.50,81.00,27.50,26.75,
753,184.75,80.75,28.00,26.25,
754,185.25,80.75,28.25,26.75,
755,184.75,81.25,27.25,26.50,
756,184.75,81.25,27.75,26.00,
757,184.75,81.25,28.00,26.25,
758,184.75,81.00,28.50,26.75,
759,184.75,81.00,28.00,27.00,
760,184.75,81.50,28.75,27.00,
761,184.50,81.25,28.75,27.00,
762,184.25,81.75,28.25,27.25,
763,185.00,81.75,28.50,27.25,
764,184.75,81.50,28.75,27.00,
765,184.75,82.25,28.75,27.25,
766,185.00,82.25,28.75,26.75,
767,184.25,82.00,28.25,27.25,
768,184.25,82.00,28.00,27.50,
769,185.00,82.25,28.75,27.25,
770,185.00,82.25,28.75,27.25,
771,184.50,82.25,29.25,27.50,
772,185.00,82.25,29.00,27.75,
773,184.50,82.75,29.50,27.50,
774,184.50,82.50,29.25,27.25,
775,184.50,82.50,29.00,27.75,
776,184.75,82.50,29.50,27.75,
777,184.75,82.50,29.25,27.75,
778,184.75,83.00,29.75,27.75,
779,184.75,83.00,29.75,28.00,
780,184.75,83.00,29.50,27.75,
781,184.50,83.25,29.75,27.50,
782,184.50,83.50,30.00,28.25,
783,184.75,82.75,30.00,28.00,
784,184.75,83.00,29.50,28.50,
785,184.50,83.00,30.00,28.50,
786,184.25,83.25,30.00,28.50,
787,184.50,83.50,30.25,28.50,
788,184.75,83.25,30.25,27.75,
789,184.50,83.00,30.00,28.50,
790,184.50,83.25,30.25,29.00,
791,184.75,83.75,30.25,28.25,
792,184.25,83.75,30.75,28.25,
793,184.00,83.50,30.25,28.50,
794,184.50,83.50,30.75,29.25,
795,184.75,83.50,30.25,28.75,
796,184.75,83.75,30.75,29.00,
797,184.50,83.50,31.00,29.00,
798,184.25,83.50,31.00,29.25,
799,184.75,83.75,31.00,29.25,
800,184.25,83.50,31.00,29.00,
801,184.25,84.00,30.50,29.25,
802,184.50,84.00,31.00,29.75,
803,184.00,84.00,31.25,29.25,
804,184.50,83.75,31.50,29.75,
805,184.25,84.00,31.25,29.75,
806,184.00,84.00,31.50,29.75,
807,184.25,83.75,31.50,30.00,
808,184.00,84.25,31.50,30.00,
809,183.75,84.00,31.00,29.75,
810,184.00,84.50,31.50,29.75,
811,184.25,84.25,31.50,30.00,
812,184.50,84.25,31.75,30.00,
813,184.00,84.00,31.50,29.75,
814,183.75,84.50,31.50,30.00,
815,184.00,84.50,32.00,30.25,
816,183.75,84.25,32.00,30.25,
817,184.50,84.00,32.00,30.50,
818,183.75,84.75,32.25,30.50,
819,184.00,84.50,32.00,30.50,
820,184.00,84.75,32.00,30.75,
821,184.00,84.75,32.50,30.50,
822,183.75,84.25,32.75,30.50,
823,184.00,84.25,32.50,31.00,
824,184.00,84.75,32.50,30.50,
825,184.00,84.75,32.50,31.00,
826,183.75,84.75,32.50,31.00,
827,184.00,84.00,33.00,31.25,
828,183.25,85.00,32.75,31.25,
829,183.25,85.00,32.75,31.00,
830,183.50,84.50,32.50,31.00,
831,183.75,84.75,33.00,31.50,
832,183.50,84.50,33.00,31.25,
833,183.25,85.00,33.25,31.50,
834,183.25,84.75,32.75,31.75,
835,183.50,84.50,33.25,31.25,
836,183.00,84.50,34.00,31.50,
837,183.25,84.25,33.25,32.00,
838,183.50,85.00,33.50,31.75,
839,183.50,85.25,33.50,31.75,
840,183.50,84.75,33.50,32.00,
841,183.25,85.25,33.75,31.75,
842,183.75,85.00,33.75,31.50,
843,183.25,85.25,33.50,32.00,
844,183.50,84.75,33.50,32.25,
845,183.50,84.75,33.75,31.75,
846,183.25,85.50,34.00,32.00,
847,182.75,84.75,33.75,32.75,
848,183.00,85.25,34.00,32.75,
849,183.25,85.25,34.00,32.75,
850,183.25,85.25,33.50,32.75,
851,183.25,85.50,34.50,32.00,
852,182.75,85.50,34.50,32.75,
853,182.75,85.25,34.25,32.50,
854,183.00,85.75,34.50,32.50,
855,182.50,85.50,34.50,32.75,
856,183.00,85.50,34.75,33.00,
857,183.00,85.50,34.75,33.00,
858,183.25,85.25,34.00,33.25,
859,182.75,85.75,34.50,32.75,
860,183.00,85.50,34.50,33.25,
861,182.75,85.50,34.50,33.50,
862,182.50,85.75,35.00,33.50,
863,182.00,85.75,35.25,33.25,
864,183.00,85.75,35.00,33.50,
865,182.75,86.00,35.25,32.75,
866,182.75,86.00,35.25,34.00,
867,182.75,85.75,34.75,33.25,
868,182.50,85.50,35.25,33.75,
869,182.50,85.25,35.00,33.75,
870,182.75,86.00,35.25,34.00,
871,182.50,86.00,35.75,34.00,
872,182.50,86.25,35.75,34.25,
873,182.50,86.00,35.50,34.25,
874,182.25,86.00,35.00,34.00,
875,182.50,86.00,35.75,33.75,
876,181.75,86.00,35.25,34.25,
877,181.75,86.00,35.75,34.50,
878,181.75,86.25,35.75,34.75,
879,182.00,86.25,36.00,34.75,
880,182.00,86.00,35.50,34.75,
881,181.75,86.25,36.25,34.75,
882,182.00,86.00,36.00,34.75,
883,182.00,86.00,36.25,34.75,
884,182.25,86.00,36.25,34.75,
885,182.00,86.25,35.75,34.75,
886,181.50,86.00,36.25,35.25,
887,181.50,86.25,36.50,34.75,
888,181.75,86.25,36.75,34.75,
889,181.75,86.50,36.50,35.25,
890,181.75,86.00,36.00,35.50,
891,181.75,86.50,36.75,35.50,
892,181.75,86.75,36.75,35.75,
893,181.75,86.50,37.00,35.00,
894,181.50,86.75,36.50,35.75,
895,181.75,86.75,37.00,35.50,
896,181.75,87.00,36.50,35.25,
897,181.25,87.25,37.00,35.50,
898,181.75,87.00,37.00,35.75,
899,181.75,87.50,37.25,35.50,
900,181.75,87.25,37.00,36.00,
901,181.50,87.00,37.25,36.00,
902,181.75,87.25,37.25,36.00,
903,181.25,87.00,37.50,36.25,
904,181.25,87.25,37.75,36.25,
905,181.50,87.75,37.75,36.25,
906,181.25,88.00,37.25,36.25,
907,181.00,88.25,37.75,36.00,
908,181.25,88.25,37.75,36.00,
909,181.25,88.50,37.75,36.75,
910,181.25,89.00,37.25,36.50,
911,181.25,88.75,37.75,36.75,
912,180.75,89.00,38.00,36.25,
913,181.25,88.75,38.25,36.75,
914,181.00,88.75,37.00,37.00,
915,181.00,89.25,37.75,36.50,
916,180.75,89.50,38.25,36.50,
917,181.00,89.25,38.00,36.75,
918,181.50,89.75,38.50,37.00,
919,180.75,89.00,38.25,37.25,
920,181.25,90.00,38.50,37.00,
921,180.50,90.25,38.75,37.25,
922,181.00,89.75,38.50,37.00,
923,181.00,90.25,38.50,37.00,
924,181.50,90.50,38.75,37.50,
925,181.50,90.50,38.50,37.75,
926,181.25,90.75,38.50,37.75,
927,181.00,90.75,38.75,37.25,
928,181.00,90.50,38.75,37.25,
929,180.75,91.00,39.25,37.50,
930,181.25,90.75,38.50,38.00,
931,181.50,91.00,38.75,38.00,
932,181.25,91.50,38.75,38.25,
933,181.00,91.50,39.25,37.50,
934,180.75,91.50,39.00,38.00,
935,181.25,92.00,39.25,38.25,
936,181.00,91.75,39.25,38.25,
937,181.50,92.25,39.75,38.50,
938,181.25,92.25,39.50,38.00,
939,181.25,92.50,39.50,38.50,
940,181.00,92.50,39.75,38.00,
941,181.00,92.50,39.50,38.75,
942,180.75,92.50,39.25,38.50,
943,181.50,92.75,39.50,38.75,
944,181.00,92.75,39.75,38.75,
945,181.25,92.75,40.00,39.00,
946,180.50,93.00,39.75,39.00,
947,180.50,93.25,40.25,39.25,
948,181.25,93.25,40.00,38.25,
949,181.25,93.50,39.50,39.25,
950,181.25,93.00,40.00,39.25,
951,181.50,92.75,40.25,39.50,
952,181.50,93.50,39.75,39.50,
953,181.00,93.50,40.25,39.50,
954,181.25,93.25,40.50,39.50,
955,181.00,93.75,40.25,39.75,
956,181.00,94.00,40.50,39.75,
957,181.00,93.50,40.25,39.75,
958,181.50,93.50,40.75,39.25,
959,181.75,94.00,40.50,39.25,
960,181.25,94.00,40.75,40.00,
961,181.25,94.25,40.75,39.50,
962,181.75,94.25,41.00,40.00,
963,181.50,93.75,41.00,40.00,
964,181.75,94.25,41.00,39.50,
965,181.50,94.00,40.75,40.00,
966,181.75,93.75,41.25,40.00,
967,181.75,94.25,41.00,40.00,
968,181.75,94.25,40.75,40.25,
969,181.50,94.25,41.50,40.50,
970,181.75,94.00,41.00,40.50,
971,181.50,94.25,41.50,40.25,
972,182.00,94.50,41.50,40.50,
973,182.00,94.25,41.50,40.75,
974,182.00,94.75,41.75,40.75,
975,181.75,94.75,42.00,40.50,
976,182.25,95.00,42.00,41.00,
977,181.75,95.00,41.50,41.00,
978,181.75,95.00,41.75,41.00,
979,181.75,95.25,41.75,41.25,
980,181.50,94.50,42.00,40.75,
981,181.75,95.25,42.00,41.25,
982,182.00,95.25,42.00,41.00,
983,181.75,95.50,42.00,41.00,
984,182.00,95.50,42.25,41.00,
985,181.75,95.50,42.00,41.50,
986,182.00,95.25,42.50,41.50,
987,182.25,95.25,42.50,41.50,
988,182.50,95.50,42.25,41.50,
989,182.50,95.75,42.00,41.50,
990,182.00,95.50,42.50,41.50,
991,182.25,95.75,42.00,42.00,
992,181.75,95.75,43.00,42.00,
993,182.00,95.75,42.75,41.50,
994,182.25,95.25,42.50,42.00,
995,182.25,95.75,42.75,42.00,
996,182.00,95.75,42.75,42.25,
997,182.25,95.50,43.00,42.00,
998,182.25,95.75,43.00,42.25,
999,182.25,96.00,43.25,42.25,
1000,182.25,95.75,43.50,42.00,
1002,181.75,95.25,43.00,42.00,
1003,182.00,95.25,43.00,42.00,
1004,181.75,95.75,43.25,42.50,
1005,182.50,95.75,43.50,42.75,
1006,182.50,96.00,43.50,42.75,
1007,182.50,96.00,42.75,42.75,
1008,182.00,95.00,43.75,42.75,
1009,182.00,95.50,43.50,42.50,
1010,182.50,96.00,43.75,42.50,
1011,182.75,96.00,43.75,43.00,
1012,182.50,95.75,44.00,43.25,
1013,182.50,95.75,44.00,43.00,
1014,181.75,95.50,43.75,43.25,
1015,182.50,96.00,44.00,43.25,
1016,182.25,96.00,44.25,43.25,
1017,182.50,95.75,44.25,43.50,
1018,182.75,96.00,44.00,43.25,
1019,182.50,96.00,44.25,43.50,
1020,182.75,96.25,44.50,43.50,
1021,182.50,96.25,44.50,43.75,
1022,182.50,96.50,44.25,43.75,
1023,182.50,96.25,44.25,43.75,
1024,182.50,96.00,44.50,44.00,
1025,182.75,96.25,44.25,43.25,
1026,182.50,96.25,45.00,44.00,
1027,182.50,96.75,44.75,44.00,
1028,182.00,96.75,44.75,44.25,
1029,182.75,96.50,45.00,44.25,
1030,182.75,96.25,45.00,43.75,
1031,182.25,96.50,44.75,44.00,
1032,183.00,96.75,44.75,44.00,
1033,182.25,96.75,44.75,44.00,
1034,182.25,96.25,45.25,44.50,
1035,182.50,97.00,45.25,44.50,
1036,182.75,96.75,45.25,44.25,
1037,182.25,96.75,45.00,44.75,
1038,182.00,96.75,45.25,44.25,
1039,182.50,96.50,45.25,44.25,
1040,182.50,97.00,45.25,45.00,
1041,182.50,96.50,45.25,45.25,
1042,182.75,96.75,45.75,45.00,
1043,182.75,96.75,45.25,45.00,
1044,182.75,97.00,45.25,44.75,
1045,182.75,96.75,45.50,45.25,
1046,182.50,97.00,45.75,44.75,
1047,182.25,96.75,45.50,45.00,
1048,182.25,96.75,46.00,45.25,
1049,182.50,96.25,46.00,45.50,
1050,182.50,96.50,46.00,45.75,
1051,182.50,97.25,46.00,45.00,
1052,182.25,97.00,46.00,45.50,
1053,182.50,97.00,46.00,46.00,
1054,182.50,96.75,46.25,45.75,
1055,182.50,97.00,45.75,45.75,
1056,182.50,97.00,46.00,45.50,
1057,182.50,97.00,46.25,46.00,
1058,182.50,97.00,46.25,46.00,
1059,182.25,96.75,46.50,45.75,
1060,182.00,97.25,46.75,45.75,
1061,182.25,97.00,46.50,45.75,
1062,182.00,97.00,46.75,46.25,
1063,182.25,97.00,46.75,46.25,
1064,182.25,96.75,47.00,45.75,
1065,182.25,97.00,47.00,46.50,
1066,182.50,97.00,47.00,46.50,
1067,181.75,96.75,46.75,46.75,
1068,182.25,97.00,47.50,46.50,
1069,182.00,97.25,47.00,46.75,
1070,182.00,97.00,47.00,46.50,
1071,182.00,97.00,46.50,46.75,
1072,182.25,97.00,47.25,46.75,
1073,182.25,97.25,46.50,46.75,
1074,182.25,97.25,47.00,47.00,
1075,182.25,97.50,46.75,46.75,
1076,182.25,97.00,47.50,47.00,
1077,182.25,97.00,46.75,46.75,
1078,182.25,97.25,46.75,47.25,
1079,182.00,97.00,47.25,47.00,
1080,182.25,97.25,47.50,46.75,
1081,182.25,97.25,47.75,47.25,
1082,182.25,96.75,48.00,47.50,
1083,182.00,96.50,47.50,47.50,
1084,181.75,97.25,48.00,47.75,
1085,181.75,96.75,47.75,47.50,
1086,182.00,96.50,47.75,47.25,
1087,182.00,97.00,47.75,47.50,
1088,181.75,96.75,47.75,47.75,
1089,181.25,96.50,48.25,47.50,
1090,182.00,97.00,48.25,47.75,
1091,182.00,97.00,48.00,48.25,
1092,182.00,97.00,47.50,47.75,
1093,182.00,97.50,48.25,48.00,
1094,181.50,97.50,48.25,48.25,
1095,182.00,97.00,48.25,48.25,
1096,181.75,97.25,48.50,48.25,
1097,181.75,97.25,48.25,48.25,
1098,181.50,97.25,48.50,48.25,
1099,181.75,97.00,48.75,48.50,
1100,181.75,97.25,48.75,47.75,
1101,181.50,97.00,48.25,48.50,
1102,181.50,97.50,49.00,48.50,
1103,181.50,97.00,48.50,48.75,
1104,181.75,97.50,48.50,48.75,
1105,181.75,97.50,49.00,48.50,
1106,181.50,97.50,48.75,48.50,
1107,181.50,97.75,49.25,48.75,
1108,181.50,98.00,49.00,49.00,
1109,181.50,97.75,49.00,49.00,
1110,181.25,98.00,49.50,49.00,
1111,181.25,98.00,48.75,48.75,
1112,180.75,98.25,49.00,49.25,
1113,181.50,98.00,49.50,49.25,
1114,181.50,98.25,49.25,49.25,
1115,181.25,98.25,49.50,49.00,
1116,181.00,98.75,49.50,49.25,
1117,181.25,98.75,49.50,49.50,
1118,181.25,98.75,49.25,49.50,
1119,181.50,98.75,49.50,49.50,
1120,181.25,98.75,49.75,49.25,
1121,181.25,98.75,50.00,49.75,
1122,181.25,99.25,49.75,49.25,
1123,181.00,99.25,49.75,49.75,
1124,181.25,99.25,50.00,50.25,
1125,181.50,99.50,49.75,49.50,
1126,181.50,99.50,49.50,50.00,
1127,181.00,99.25,50.25,49.75,
1128,181.50,99.25,50.25,49.50,
1129,180.75,99.50,49.50,49.50,
1130,181.00,99.25,50.25,50.25,
1131,181.50,99.50,50.50,50.50,
1132,181.25,100.00,50.25,50.25,
1133,181.50,99.75,50.25,50.25,
1134,181.50,100.25,50.25,50.50,
1135,181.25,100.25,50.75,50.50,
1136,181.00,100.50,50.00,50.75,
1137,181.50,100.00,50.50,50.25,
1138,181.25,99.75,50.25,50.25,
1139,181.50,100.75,50.50,50.25,
1140,180.75,100.25,50.00,50.25,
1141,181.00,100.25,50.25,51.00,
1142,181.25,100.75,50.25,50.50,
